"date","open","close","increase","increPer","low","high","volume","amount","other","MA5","MA10","MA20","MA30","MA40","MA50","MA6"
"2015-02-16",3206.14,3222.36,18.54,"0.58%",3195.88,3228.85,223797440,26595070,"-",3179.78,3158.55,3221.01,3241.36,NA,NA,NA
"2015-02-17",3230.88,3246.91,24.54,"0.76%",3230.77,3255.73,228332624,26334004,"-",3200.84,3162.75,3224.7,3237.87,NA,NA,NA
"2015-02-25",3256.48,3228.84,-18.06,"-0.56%",3215.55,3257.22,233348096,26514336,"-",3215.07,3168.22,3219.96,3233.04,NA,NA,NA
"2015-02-26",3222.15,3298.36,69.52,"2.15%",3202.19,3300.62,301263872,33434746,"-",3240.06,3184.4,3217.71,3233.2,NA,NA,NA
"2015-02-27",3296.83,3310.3,11.94,"0.36%",3291.01,3324.55,299163712,33501958,"-",3261.35,3207.84,3215.64,3234.03,NA,NA,NA
"2015-03-02",3332.72,3336.28,25.98,"0.78%",3298.67,3336.76,346445664,41025956,"-",3284.14,3231.96,3213.29,3237.59,NA,NA,NA
"2015-03-03",3317.7,3263.05,-73.23,"-2.20%",3260.43,3317.7,382044608,44159348,"-",3287.37,3244.1,3208.8,3238.52,NA,NA,NA
"2015-03-04",3264.18,3279.53,16.48,"0.51%",3250.48,3286.59,293639520,34678976,"-",3297.5,3256.29,3207.49,3240.42,NA,NA,NA
"2015-03-05",3264.08,3248.48,-31.06,"-0.95%",3221.67,3266.64,320663584,37358000,"-",3287.53,3263.79,3206.8,3237.49,NA,NA,NA
"2015-03-06",3248.04,3241.19,-7.29,"-0.22%",3234.53,3266.93,282915808,32834414,"-",3273.71,3267.53,3208.34,3232.98,3251.11,NA,NA
"2015-03-09",3224.31,3302.41,61.22,"1.89%",3198.37,3307.7,321495456,35992752,"-",3266.93,3275.53,3217.04,3239.18,3249.9,NA,NA
"2015-03-10",3289.08,3286.07,-16.34,"-0.49%",3277.09,3309.92,285817568,32995596,"-",3271.54,3279.45,3221.1,3242.95,3248.27,NA,NA
"2015-03-11",3289.59,3290.9,4.83,"0.15%",3278.47,3325.05,282985536,32757308,"-",3273.81,3285.66,3226.94,3241.86,3246.19,NA,NA
"2015-03-12",3314.81,3349.32,58.42,"1.78%",3300.49,3360.05,357295104,40719240,"-",3293.98,3290.75,3237.58,3242.06,3247.59,NA,NA
"2015-03-13",3359.49,3372.91,23.59,"0.70%",3352.15,3391.25,328410144,37404140,"-",3320.32,3297.01,3252.43,3242.76,3249.78,NA,NA
"2015-03-16",3391.16,3449.3,76.39,"2.26%",3377.09,3449.3,399132416,47935532,"-",3349.7,3308.32,3270.14,3244.97,3255.27,NA,NA
"2015-03-17",3469.6,3502.85,53.54,"1.55%",3459.69,3504.12,520939520,60150068,"-",3393.06,3332.3,3288.2,3249.96,3261.96,NA,NA
"2015-03-18",3510.5,3577.3,74.45,"2.13%",3503.85,3577.66,545217152,61736700,"-",3450.34,3362.07,3309.18,3259.02,3270.84,NA,NA
"2015-03-19",3576.02,3582.27,4.97,"0.14%",3546.84,3600.68,537346624,61224968,"-",3496.93,3395.45,3329.62,3269.68,3276.98,NA,NA
"2015-03-20",3587.08,3617.32,35.05,"0.98%",3569.38,3632.34,516661664,65177196,"-",3545.81,3433.06,3350.3,3283.25,3283,3287.5,NA
"2015-03-23",3640.1,3687.73,70.41,"1.95%",3635.49,3688.25,536062816,66157464,"-",3593.49,3471.6,3373.57,3301.89,3297.29,3294.24,NA
"2015-03-24",3692.57,3691.41,3.68,"0.10%",3600.7,3715.87,639554688,75488472,"-",3631.21,3512.13,3395.79,3318.11,3310.24,3301.04,NA
"2015-03-25",3680.95,3660.73,-30.68,"-0.83%",3634.56,3693.15,521886336,64549892,"-",3647.89,3549.11,3417.39,3334.33,3318.67,3306.78,NA
"2015-03-26",3641.94,3682.09,21.37,"0.58%",3615.01,3707.32,488647200,61951560,"-",3667.86,3582.39,3436.57,3352.52,3327.14,3314.55,NA
"2015-03-27",3686.13,3691.1,9,"0.24%",3656.83,3710.48,408945184,50929848,"-",3682.61,3614.21,3455.61,3373.02,3335.62,3322.66,NA
"2015-03-30",3710.61,3786.57,95.47,"2.59%",3710.61,3795.94,564702400,69212536,"-",3702.38,3647.94,3478.13,3396.07,3345.71,3333.81,NA
"2015-03-31",3822.99,3747.9,-38.67,"-1.02%",3737.04,3835.57,561676032,72129488,"-",3713.68,3672.44,3502.37,3416.28,3355.58,3344.06,NA
"2015-04-01",3748.34,3810.29,62.4,"1.66%",3742.21,3817.08,447458304,59241832,"-",3743.59,3695.74,3528.91,3438.03,3368.2,3355.82,NA
"2015-04-02",3827.69,3825.78,15.49,"0.41%",3775.89,3835.45,479299680,63202892,"-",3772.33,3720.09,3557.77,3459.78,3382.28,3365.6,NA
"2015-04-03",3803.38,3863.93,38.14,"1.00%",3792.21,3864.41,473033312,63565136,"-",3806.89,3744.75,3588.91,3481.78,3398.62,3375.35,3363.71
"2015-04-07",3899.42,3961.38,97.45,"2.52%",3891.73,3961.67,570447552,74642400,"-",3841.86,3772.12,3621.86,3506.42,3419.45,3392.25,3373.89
"2015-04-08",3976.53,3994.81,33.43,"0.84%",3903.65,4000.22,618085440,83915928,"-",3891.24,3802.46,3657.29,3531.35,3439.2,3408.69,3384.61
"2015-04-09",4006.13,3957.53,-37.28,"-0.93%",3900.03,4016.4,585176832,81671088,"-",3920.69,3832.14,3690.63,3555.64,3458.78,3421.37,3394.34
"2015-04-10",3947.49,4034.31,76.78,"1.94%",3929.32,4040.35,484283648,66850416,"-",3962.39,3867.36,3724.88,3580.17,3481.23,3435.19,3406.68
"2015-04-13",4072.72,4121.71,87.4,"2.17%",4057.29,4128.07,589814208,78166736,"-",4013.95,3910.42,3762.32,3607.21,3507.37,3450.58,3420.62
"2015-04-14",4125.78,4135.56,13.85,"0.34%",4091.26,4168.35,610683520,81464520,"-",4048.78,3945.32,3796.63,3633.86,3533.38,3465.63,3435.73
"2015-04-15",4135.65,4084.16,-51.4,"-1.24%",4069.01,4175.49,613005824,77312592,"-",4066.65,3978.95,3825.69,3661.23,3556.95,3480.26,3449.87
"2015-04-16",4055.92,4194.82,110.66,"2.71%",4031.24,4195.31,551242944,71208248,"-",4114.11,4017.4,3856.57,3691.74,3582.88,3498.04,3466.08
"2015-04-17",4254.72,4287.3,92.47,"2.20%",4238.91,4317.22,701706240,91563304,"-",4164.71,4063.55,3891.82,3726.36,3610.72,3518.54,3481.93
"2015-04-20",4301.35,4217.08,-70.22,"-1.64%",4190.68,4356,857132800,1e+08,"-",4183.78,4098.87,3921.81,3758.89,3636.05,3538.67,3495.94
