"date","open","close","increase","increPer","low","high","volume","amount","other","MA5","MA10","MA20","MA30","MA40","MA50","MA6"
"2015-02-17",11658.05,11718.56,123.31,"1.06%",11644.54,11772.15,213955120,24938200,"-",11465.04,11230.32,11287.4,11293.8,NA,NA,NA
"2015-02-25",11755.18,11539.7,-178.86,"-1.53%",11500.69,11755.18,211794128,25266716,"-",11519.86,11272.64,11295.78,11291.34,NA,NA,NA
"2015-02-26",11526.51,11750.78,211.08,"1.83%",11470.43,11752.01,246733472,26367296,"-",11609.47,11341.16,11309.75,11300.86,NA,NA,NA
"2015-02-27",11736.29,11757.68,6.9,"0.06%",11719.66,11819.42,259424048,28809612,"-",11672.39,11437.81,11325.82,11315.29,NA,NA,NA
"2015-03-02",11869.96,11884.02,126.34,"1.07%",11781.61,11955.82,338700928,38758856,"-",11730.15,11539.4,11335.68,11335.26,NA,NA,NA
"2015-03-03",11800.99,11526.22,-357.8,"-3.01%",11515.55,11800.99,348826624,40639940,"-",11691.68,11578.36,11334.39,11340.94,NA,NA,NA
"2015-03-04",11530.93,11655.08,128.86,"1.12%",11521.7,11688.28,299693664,34828652,"-",11714.76,11617.31,11349.44,11354.85,NA,NA,NA
"2015-03-05",11597.49,11566.39,-88.68,"-0.76%",11484.8,11628.15,304128096,36786820,"-",11677.88,11643.67,11365.31,11357.6,NA,NA,NA
"2015-03-06",11600.66,11392.4,-173.99,"-1.50%",11381.91,11626.11,271109536,32493172,"-",11604.82,11638.61,11377.39,11352.92,11376.87,NA,NA
"2015-03-09",11280.02,11533.23,140.83,"1.24%",11169.05,11547.83,263763296,29729260,"-",11534.66,11632.41,11405.9,11378.33,11377.18,NA,NA
"2015-03-10",11501.98,11556.65,23.42,"0.20%",11479.28,11649.25,259920592,32202726,"-",11540.75,11616.22,11423.27,11397,11374.4,NA,NA
"2015-03-11",11554.66,11525.09,-31.56,"-0.27%",11491.69,11682.54,254364576,31614760,"-",11514.75,11614.75,11443.7,11402.1,11372.19,NA,NA
"2015-03-12",11593.69,11635.59,110.5,"0.96%",11516.25,11645.56,270725920,32549034,"-",11528.59,11603.24,11472.2,11407.58,11376.46,NA,NA
"2015-03-13",11680.47,11713.61,78.02,"0.67%",11654.19,11751.2,250539360,29778340,"-",11592.83,11598.83,11518.32,11416.83,11386.18,NA,NA
"2015-03-16",11791.42,12017.77,304.16,"2.60%",11748.08,12021.82,348485344,43238212,"-",11689.74,11612.2,11575.8,11427.85,11404.49,NA,NA
"2015-03-17",12083.44,12169.52,151.75,"1.26%",12046.8,12190.28,438560800,51579336,"-",11812.32,11676.53,11627.45,11448.44,11424.83,NA,NA
"2015-03-18",12206.72,12496.24,326.72,"2.68%",12190.25,12505.34,434400704,50451656,"-",12006.55,11760.65,11688.98,11486.51,11456.3,NA,NA
"2015-03-19",12549.55,12429.11,-67.13,"-0.54%",12337.67,12552.71,413384960,49212420,"-",12165.25,11846.92,11745.3,11525.84,11479.93,NA,NA
"2015-03-20",12427.41,12544.45,115.34,"0.93%",12387.89,12659.83,424887936,51358268,"-",12331.42,11962.13,11800.37,11572.3,11505.22,11493.92,NA
"2015-03-23",12644.19,12780.32,235.87,"1.88%",12644.19,12813.83,451193312,56537508,"-",12483.93,12086.84,11859.62,11632.88,11555.46,11519.11,NA
"2015-03-24",12841.14,12801.2,20.88,"0.16%",12495.92,12841.45,538526848,68446792,"-",12610.26,12211.29,11913.75,11685.94,11600.58,11541.78,NA
"2015-03-25",12776,12757.1,-44.1,"-0.34%",12656.52,12841.9,462304832,61168492,"-",12662.44,12334.49,11974.62,11740.63,11635.2,11564.65,NA
"2015-03-26",12703.35,12712.98,-44.12,"-0.35%",12601.75,12856.21,442111296,57988684,"-",12719.21,12442.23,12022.73,11795.54,11666.24,11589.61,NA
"2015-03-27",12779.33,12874.42,161.44,"1.27%",12717.43,12930.24,364343552,44094672,"-",12785.2,12558.31,12078.57,11864.98,11702.2,11620.6,NA
"2015-03-30",12917.14,13193.32,318.9,"2.48%",12894.49,13242.31,443945120,52729996,"-",12867.8,12675.87,12144.03,11942.49,11739.86,11658.77,NA
"2015-03-31",13420.92,13160.66,-32.66,"-0.25%",13106.97,13538.29,484897792,57860140,"-",12939.7,12774.98,12225.76,12009.96,11780.08,11694.86,NA
"2015-04-01",13187.42,13394.73,234.07,"1.78%",13142.4,13454.81,421614624,53866004,"-",13067.22,12864.83,12312.74,12080.93,11831.09,11738,NA
"2015-04-02",13486.89,13426.1,31.38,"0.23%",13235.28,13537.38,456527840,60451672,"-",13209.85,12964.53,12405.72,12151.71,11885.51,11776.85,NA
"2015-04-03",13336.87,13494.64,68.54,"0.51%",13296.95,13502.47,460825568,62403412,"-",13333.89,13059.55,12510.84,12220.09,11944.11,11816.09,11754.86
"2015-04-07",13626.62,13768.73,274.09,"2.03%",13625.26,13769.76,507822272,66428724,"-",13448.97,13158.39,12622.61,12292.54,12014.25,11876.04,11792.33
"2015-04-08",13814.98,13841.72,72.99,"0.53%",13513.14,13846.55,550256640,71523368,"-",13585.18,13262.44,12736.87,12363.32,12080.07,11932.95,11828.56
"2015-04-09",13898.49,13796.73,-44.99,"-0.33%",13505.85,13914.01,564544960,68323632,"-",13665.58,13366.4,12850.45,12438.55,12147.07,11981.44,11864.95
"2015-04-10",13718.92,14013.34,216.61,"1.57%",13650.32,14034.31,490327648,59495048,"-",13783.03,13496.44,12969.33,12513.97,12220.76,12032.28,11907.42
"2015-04-13",14100.35,14149.51,136.18,"0.97%",13972.41,14175.36,510056736,66614472,"-",13914.01,13623.95,13091.13,12593.7,12304.73,12086.55,11954.49
"2015-04-14",14132.61,14042.46,-107.04,"-0.76%",13920.06,14221.51,489523392,64045172,"-",13968.75,13708.86,13192.36,12665.64,12384.08,12133.66,12000.45
"2015-04-15",14023.4,13646.61,-395.85,"-2.82%",13646.61,14023.4,452005728,57938872,"-",13929.73,13757.46,13266.22,12736.32,12446.83,12175.55,12038.63
"2015-04-16",13549.87,13967.8,321.19,"2.35%",13492.77,14024.68,403191776,50305532,"-",13963.94,13814.76,13339.8,12813.41,12514.39,12227.82,12084.13
"2015-04-17",14120.77,14149.34,181.54,"1.30%",14039.04,14249.47,509805856,61449372,"-",13991.14,13887.09,13425.81,12899.51,12585.55,12285.83,12128.56
"2015-04-20",14132.83,13871.6,-277.74,"-1.96%",13814.96,14288.33,548384064,65496880,"-",13935.56,13924.78,13492.17,12982.15,12646.27,12340.25,12167.54
"2015-04-21",13882.44,14439,567.4,"4.09%",13882.44,14439,475133088,57509616,"-",14014.87,13991.81,13575.1,13079.01,12717.36,12409.76,12228.67
"2015-04-22",14529.24,14749.13,310.14,"2.15%",14510.93,14756.15,568062784,68295632,"-",14235.37,14082.55,13672.5,13185.43,12793.12,12480.56,12291.22
"2015-04-23",14842.21,14743.22,-5.91,"-0.04%",14647.14,14893.01,582152128,72041928,"-",14390.46,14177.2,13771.8,13292.7,12873.21,12553.1,12347.4
"2015-04-24",14615.54,14598.7,-144.52,"-0.98%",14422.54,14771.29,548152256,66974476,"-",14480.33,14235.74,13866.09,13391.47,12944.41,12623.76,12399.52
"2015-04-27",14749.02,14809.42,210.72,"1.44%",14644.01,14910.31,526775744,66426764,"-",14667.89,14301.73,13962.84,13494.66,13020.7,12704.13,12455.74
"2015-04-28",14946.95,14707.25,-102.17,"-0.69%",14580.42,14979.81,511069760,64052796,"-",14721.54,14368.21,14038.53,13584.31,13091.28,12780.91,12506.08
"2015-04-29",14669.22,14871.95,164.7,"1.12%",14542.32,14907.96,433930720,55074048,"-",14746.11,14490.74,14124.1,13674.39,13174.93,12855.61,12561.42
"2015-04-30",14909.06,14818.64,-53.31,"-0.36%",14818.64,15009.73,440210464,57084976,"-",14761.19,14575.83,14195.29,13751.81,13254.02,12926.67,12619.16
"2015-05-04",14846.48,14860.53,41.89,"0.28%",14714.91,14958.79,404574752,52002104,"-",14813.56,14646.94,14267.02,13832.85,13336.37,12997.83,12679.35
"2015-05-05",14831.91,14233.1,-627.43,"-4.22%",14145.5,14831.91,469316160,56179568,"-",14698.29,14683.09,14303.94,13889.14,13407.39,13053.63,12730.72
"2015-05-06",14347.55,14136.17,-96.93,"-0.68%",14032.02,14569.64,411887904,53943536,"-",14584.08,14652.81,14322.31,13934.34,13472.46,13104.45,12783.61
"2015-05-07",14080.36,14114.73,-21.44,"-0.15%",14027.6,14226.08,355877056,44681424,"-",14432.63,14589.37,14335.96,13978.12,13536.41,13152.37,12832.03
"2015-05-08",14271.46,14481.25,366.52,"2.60%",14165.07,14481.44,403226752,53636904,"-",14365.16,14563.17,14370.19,14035.59,13610.32,13211.2,12888.11
"2015-05-11",14572.82,14944.88,463.63,"3.20%",14447.78,14946.65,498476448,69849792,"-",14382.03,14597.79,14416.76,14109.99,13693.05,13275.09,12952.76
"2015-05-12",14975.23,15066.29,121.41,"0.81%",14879.6,15088.96,541630336,75464808,"-",14548.66,14623.48,14462.6,14183.05,13776.87,13341.26,13024.02
"2015-05-13",15075.02,15173.09,106.8,"0.71%",14962.38,15245.81,539316864,76566616,"-",14756.05,14670.06,14519.14,14249.04,13855.75,13407.04,13095.77
"2015-05-14",15210.75,15024.47,-148.62,"-0.98%",15003.72,15299.79,512902016,72399704,"-",14938,14685.31,14588.03,14311.17,13927.12,13477.01,13160.56
"2015-05-15",14955.41,14694.95,-329.52,"-2.19%",14590.76,14955.41,502436448,66896916,"-",14980.74,14672.95,14624.39,14354.51,13982.09,13537.8,13217.72
"2015-05-18",14612.88,14672.63,-22.32,"-0.15%",14564.73,14759.09,457268192,66293380,"-",14926.29,14654.16,14650.55,14396.06,14038.18,13599.93,13273.88
"2015-05-19",14723.21,15127.38,454.75,"3.10%",14704.33,15173.92,515510976,73015792,"-",14938.5,14743.58,14713.34,14450.49,14102.75,13674.63,13335.29
"2015-05-20",15206.56,15337.08,209.7,"1.39%",15206.56,15618.13,577174144,84753720,"-",14971.3,14863.67,14758.24,14502.77,14166.67,13750.7,13397.65
"2015-05-21",15402.95,15872.53,535.45,"3.49%",15402.95,15872.59,506595040,81827184,"-",15140.91,15039.45,14814.41,14570.46,14243.45,13837.02,13466.89
"2015-05-22",16084.04,16045.8,173.27,"1.09%",15731.01,16191.15,650250240,98770408,"-",15411.08,15195.91,14879.54,14645.43,14325.67,13927.44,13541.99
"2015-05-25",15894.14,16351.06,305.26,"1.90%",15810.15,16368.91,668493952,95373328,"-",15746.77,15336.53,14967.16,14723.35,14416.62,14021.75,13618.66
"2015-05-26",16456.23,16903.47,552.41,"3.38%",16397.5,16904.15,714780992,101573312,"-",16101.99,15520.25,15071.86,14815.15,14517.35,14125.54,13704.42
"2015-05-27",16988.9,16963.52,60.05,"0.36%",16610.78,17061.92,729453440,103644360,"-",16427.28,15699.29,15184.68,14912.52,14611.61,14224.46,13789.08
"2015-05-28",16953.6,15912.95,-1050.57,"-6.19%",15909.1,17153.8,900856064,117265376,"-",16435.36,15788.14,15236.73,14988.06,14680.41,14299.33,13862.19
"2015-05-29",15920.33,16100.45,187.5,"1.18%",15299.65,16386.05,751791168,95324600,"-",16446.29,15928.69,15300.82,15059.15,14748.06,14371.41,13936.28
"2015-06-01",16247.39,16917.53,817.08,"5.07%",16245.55,16921.07,674150144,87513576,"-",16559.58,16153.18,15403.67,15151.43,14835.34,14461.18,14025.47
"2015-06-02",17051.22,17485.58,568.06,"3.36%",16963.74,17485.58,691328960,97417944,"-",16676.01,16389,15566.29,15271.89,14935.11,14560,14127.02
"2015-06-03",17626.92,17538.5,52.92,"0.30%",17098.43,17696.48,688134784,101083096,"-",16791,16609.14,15736.41,15375.21,15029.36,14655.16,14227.11
"2015-06-04",17579.36,17501.05,-37.45,"-0.21%",16426.31,17608.72,699436416,98027800,"-",17108.62,16771.99,15905.72,15466.94,15120.84,14749.16,14326.18
"2015-06-05",17727.86,17649.09,148.04,"0.85%",17302.55,17901.86,751116544,107156120,"-",17418.35,16932.32,16064.12,15563.8,15217.15,14847,14428.25
"2015-06-08",17648.72,17452.31,-196.78,"-1.11%",17145.7,17648.72,770330432,101428000,"-",17525.31,17042.44,16189.49,15658.92,15303.13,14941.79,14525.2
"2015-06-09",17410.64,17399,-53.31,"-0.31%",17184.32,17609.28,674876992,83498680,"-",17507.99,17092,16306.12,15745.24,15384.36,15032.28,14619.95
"2015-06-10",17297.04,17677.57,278.57,"1.60%",17165.89,17852.36,358761344,81084440,"-",17535.8,17163.4,16431.35,15844.25,15475.24,15121.96,14714.28
"2015-06-11",17692.9,17889.69,212.12,"1.20%",17606.43,17889.91,351087904,82141000,"-",17613.53,17361.08,16574.61,15944.84,15581.32,15216.55,14809.62
"2015-06-12",17978.05,18098.27,208.58,"1.17%",17921.91,18198.07,385071968,90484464,"-",17703.37,17560.86,16744.77,16054.16,15684.58,15310.62,14902.98
"2015-06-15",18182.64,17702.55,-395.72,"-2.19%",17668.67,18211.76,406178368,93003144,"-",17753.42,17639.36,16896.27,16148.9,15773.41,15396.15,14990.88
"2015-06-16",17502.37,17075.93,-626.62,"-3.54%",16911.91,17502.37,353020384,80537744,"-",17688.8,17598.4,16993.7,16243.66,15853.52,15467.77,15066.4
"2015-06-17",17073.08,17405.57,329.64,"1.93%",16564.37,17474.08,312419168,70631088,"-",17634.4,17585.1,17097.12,16352.64,15927.68,15540.51,15143.49
"2015-06-18",17367.13,16734.84,-670.73,"-3.85%",16709.6,17442.77,289059712,67536680,"-",17403.43,17508.48,17140.24,16439.98,15977.32,15598.37,15209.05
"2015-06-19",16386.98,15725.47,-1009.37,"-6.03%",15700.49,16578.88,289646432,60116684,"-",16928.87,17316.12,17124.22,16481.45,16001.88,15636.94,15258.52
"2015-06-23",15720.32,16045.99,320.52,"2.04%",14938.82,16047.32,292927744,60470120,"-",16597.56,17175.49,17108.97,16518.15,16038.06,15677.6,15314.07
"2015-06-24",16178.55,16312.31,266.32,"1.66%",15867.91,16345.75,332173440,67521544,"-",16444.84,17066.82,17079.41,16559.69,16075.64,15720.85,15371.37
"2015-06-25",16370,15692.44,-619.87,"-3.80%",15499.22,16399.34,331715680,68455712,"-",16102.21,16868.31,17015.85,16577,16100.27,15753.85,15413.02
"2015-06-26",15196.56,14398.79,-1293.65,"-8.24%",14321.05,15229,294665856,55513796,"-",15635,16519.22,16940.15,16556.14,16088.44,15768.9,15433.66
"2015-06-29",14703.97,13566.27,-832.52,"-5.78%",13250.35,14712.16,358946944,63119332,"-",15203.16,16066.02,16813.44,16518.52,16057.13,15760.87,15436.52
"2015-06-30",13274.64,14337.97,771.7,"5.69%",12723.16,14352.05,399540096,72137904,"-",14861.56,15729.56,16684.46,16507.37,16044.06,15764.64,15451.71
"2015-07-01",14185.1,13650.82,-687.14,"-4.79%",13578.38,14696.98,348742080,69116264,"-",14329.26,15387.05,16492.72,16458.15,16029.51,15760.22,15454.32
"2015-07-02",13655.73,12924.19,-726.63,"-5.32%",12727.23,13732.49,320735104,55226664,"-",13775.61,14938.91,16262.01,16377.72,15999.21,15729.93,15440.24
"2015-07-03",12475.61,12246.06,-678.13,"-5.25%",11953.08,13154.13,315536192,50509652,"-",13345.06,14490.03,15999.26,16256.83,15952.49,15679.87,15413.65
"2015-07-06",13140.14,12075.77,-170.29,"-1.39%",11584.47,13140.14,396337984,60908364,"-",13046.96,14125.06,15720.59,16124.5,15892.35,15626.52,15384.96
"2015-07-07",11660.56,11375.6,-700.17,"-5.80%",11282.62,11767.66,227324032,30144144,"-",12454.49,13658.02,15416.76,15958.65,15803.12,15562.05,15341
"2015-07-08",10870.14,11040.89,-334.71,"-2.94%",10850.38,11112.62,307328608,41418824,"-",11932.5,13130.88,15098.85,15763.23,15702.49,15486.68,15289.19
"2015-07-09",10953.33,11510.34,469.45,"4.25%",10933,11513.36,207454528,27758070,"-",11649.73,12712.67,14790.49,15581.46,15610.92,15422.75,15246.99
"2015-07-10",11733.45,12038.15,527.81,"4.59%",11696.77,12062.9,158915232,24732912,"-",11608.15,12476.61,14497.91,15452.3,15536.26,15366.07,15220.18
"2015-07-13",12367.62,12614.16,576.02,"4.78%",12261.25,12658.07,233849120,39178260,"-",11715.83,12381.39,14223.71,15336.09,15484.24,15321.98,15197.62
"2015-07-14",12796.49,12728.51,114.36,"0.91%",12635.2,13091.93,285635168,49195780,"-",11986.41,12220.45,13975,15196.46,15435.64,15279.34,15173.94
"2015-07-15",12783.08,12132.42,-596.09,"-4.68%",12093.9,12792.31,345295424,54553364,"-",12204.72,12068.61,13727.83,15018.02,15360.76,15237.33,15144.95
"2015-07-16",11963.35,12357.61,225.19,"1.86%",11637.47,12600.65,324294176,50819352,"-",12374.17,12011.95,13475.43,14845.32,15286.28,15201.76,15110.26
"2015-07-17",12460.51,13004.96,647.35,"5.24%",12435.59,13097.45,307007616,50793256,"-",12567.53,12087.84,13288.94,14695.45,15214.59,15179.56,15081.2
"2015-07-20",13115.48,13202.4,197.44,"1.52%",12942.95,13427.86,358165184,63175248,"-",12685.18,12200.5,13162.78,14547.23,15143.5,15153.98,15055.51
"2015-07-21",13038.15,13315.56,113.16,"0.86%",12928.13,13436.91,312415712,56059192,"-",12802.59,12394.5,13026.26,14409.34,15067.61,15121.4,15034.13
"2015-07-22",13307.93,13416.54,100.98,"0.76%",13098.8,13482.04,334908928,60512044,"-",13059.41,12632.06,12881.47,14276.59,14980.44,15088.4,15010.91
"2015-07-23",13432.61,13754.53,337.99,"2.52%",13356.05,13792.37,367043488,65451420,"-",13338.8,12856.48,12784.58,14145.82,14900.22,15060.03,14995.04
"2015-07-24",13789.31,13518.52,-236.01,"-1.72%",13424.18,13970.84,400855936,74418312,"-",13441.51,13004.52,12740.56,14000.11,14840.36,15029.91,14972.48
"2015-07-27",13242.69,12493.05,-1025.46,"-7.59%",12488.37,13579.64,364439008,66769468,"-",13299.64,12992.41,12686.9,13813.27,14750.17,14985.87,14933.72
"2015-07-28",11986.25,12316.78,-176.27,"-1.41%",11719,12676.27,374311040,61884172,"-",13099.88,12951.24,12585.84,13633.75,14635.15,14938.76,14891.32
"2015-07-29",12472.28,12823.07,506.29,"4.11%",12078.32,12823.15,296488768,52308252,"-",12981.19,13020.3,12544.46,13491.99,14518.59,14892.67,14867.82
"2015-07-30",12766.34,12395.92,-427.15,"-3.33%",12382.3,12988.55,299458528,54074584,"-",12709.47,13024.13,12518.04,13325,14390.02,14833.85,14838.82
"2015-07-31",12228.41,12374.25,-21.67,"-0.17%",12213.46,12580.96,235191520,41761140,"-",12480.61,12961.06,12524.45,13179.64,14261.85,14763.88,14809.81
"2015-08-03",12178.57,12161.58,-212.67,"-1.72%",11909,12305.61,243737072,40230900,"-",12414.32,12856.98,12528.74,13060.85,14124.67,14686.2,14771.15
"2015-08-04",12163.12,12711.56,549.98,"4.52%",12105.94,12711.56,261600704,44242916,"-",12493.28,12796.58,12595.54,12949.7,14006.15,14613.41,14733.93
"2015-08-05",12694.57,12524.69,-186.87,"-1.47%",12447.04,12842.31,271150784,47625252,"-",12433.6,12707.39,12669.73,12823.45,13884.29,14525.83,14691.57
"2015-08-06",12274.72,12421.85,-102.84,"-0.82%",12231.89,12595.12,202229168,34961760,"-",12438.79,12574.13,12715.31,12714.43,13752.9,14435,14645.71
"2015-08-07",12543.66,12753.05,331.2,"2.67%",12522.47,12769.13,251888048,44881928,"-",12514.55,12497.58,12751.05,12659.57,13624.48,14371.8,14607.86
"2015-08-10",12877.31,13302.96,549.91,"4.31%",12821.89,13373.3,323080736,57479744,"-",12742.82,12578.57,12785.49,12650.79,13504.6,14315.85,14584.66
"2015-08-11",13316.89,13323.09,20.13,"0.15%",13240.09,13508.3,351829888,62312448,"-",12865.13,12679.2,12815.22,12616.96,13395.11,14243.96,14562.16
"2015-08-12",13201.54,13117.1,-205.98,"-1.55%",13117.1,13396.33,285113792,50670148,"-",12983.61,12708.6,12864.45,12599.17,13296.14,14156.59,14528.66
"2015-08-13",13069.98,13395.18,278.08,"2.12%",12962,13395.18,287062464,49772192,"-",13178.28,12808.53,12916.33,12614.87,13195.88,14073.73,14496.29
"2015-08-14",13497.16,13445.87,50.69,"0.38%",13378.59,13606.33,326795168,57400884,"-",13316.84,12915.69,12938.38,12654.87,13113.66,13992.62,14455.85
"2015-08-17",13417.33,13573.9,128.03,"0.95%",13309.54,13585.96,326809216,56038784,"-",13371.03,13056.92,12956.95,12704.8,13059.87,13911.12,14414.65
"2015-08-18",13608.52,12683.86,-890.04,"-6.56%",12634.95,13652.54,389034912,66727432,"-",13243.18,13054.15,12925.37,12748.41,12975.81,13815.75,14353.53
"2015-08-19",12328.6,12960.66,276.8,"2.18%",12049.92,13028.5,331748544,54711220,"-",13211.89,13097.75,12902.57,12812.4,12892.02,13726.98,14287.82
"2015-08-20",12864.83,12584.58,-376.08,"-2.90%",12582.24,13040.36,283755712,48088084,"-",13049.77,13114.02,12844.08,12848.21,12814.33,13625.12,14214.84
"2015-08-21",12355.27,11902.05,-682.53,"-5.42%",11891.84,12511.42,260160800,41879148,"-",12741.01,13028.92,12763.25,12843.68,12751.91,13505.37,14147.99
"2015-08-24",11399.66,10970.29,-931.76,"-7.83%",10964.09,11446.1,193829360,27287170,"-",12220.29,12795.66,12687.11,12788.88,12687.01,13362.81,14062.48
"2015-08-25",10212.47,10197.94,-772.35,"-7.04%",10168.42,10529.92,218746752,28796732,"-",11723.1,12483.14,12581.17,12704.53,12583.51,13212.72,13950.49
"2015-08-26",10199.9,9899.72,-298.22,"-2.92%",9776.21,10559.24,326727168,43223452,"-",11110.92,12161.4,12435.01,12630.1,12489.73,13069.19,13824.06
"2015-08-27",10076.09,10254.35,354.63,"3.58%",9713.99,10254.35,271961856,36101636,"-",10644.87,11847.32,12327.93,12560,12422.98,12926.17,13702.66
"2015-08-28",10397.97,10800,545.65,"5.32%",10311.37,10826.19,315988576,42499804,"-",10424.46,11582.73,12249.21,12486.5,12386.83,12807.47,13590.97
"2015-08-31",10706.23,10549.16,-250.84,"-2.32%",10398.33,10706.23,266702560,36536172,"-",10340.23,11280.26,12168.59,12398.06,12348.67,12703.95,13472.64
"2015-09-01",10388.5,10162.52,-386.64,"-3.67%",9954.58,10388.5,246291456,30520424,"-",10333.15,11028.13,12041.14,12292.95,12318.34,12586.28,13351.15
"2015-09-02",9694.48,10054.8,-107.72,"-1.06%",9682.71,10319.49,259173728,32550024,"-",10364.17,10737.54,11917.65,12180.9,12293.69,12461.13,13228.74
"2015-09-07",10121.83,9991.76,-63.04,"-0.63%",9933.54,10404.22,228540560,29994514,"-",10311.65,10478.26,11796.14,12055.47,12255.72,12347.11,13100.65
"2015-09-08",9898.63,10320.23,328.47,"3.29%",9763.95,10341.3,200427440,26025110,"-",10215.69,10320.08,11674.5,11948.86,12212.78,12265.54,12974.49
"2015-09-09",10367.35,10620.13,299.9,"2.91%",10335.02,10702.18,311925920,43187576,"-",10229.89,10285.06,11540.36,11886.43,12162.93,12206.62,12849.85
"2015-09-10",10449.93,10424.65,-195.48,"-1.84%",10406.02,10618.87,225314176,31106832,"-",10282.31,10307.73,11395.44,11823.36,12105.33,12128.35,12728.55
"2015-09-11",10408.41,10463.69,39.04,"0.37%",10332.41,10555.62,190465088,26328988,"-",10364.09,10364.13,11262.77,11744.71,12063.61,12064.61,12618.35
"2015-09-14",10517.68,9778.23,-685.46,"-6.55%",9739.42,10544.28,240882704,30747692,"-",10321.39,10316.52,11081.92,11657.46,11999.13,12001.69,12491.23
"2015-09-15",9533.45,9290.81,-487.42,"-4.98%",9259.65,9719.66,198214432,23370994,"-",10115.5,10165.6,10874.17,11554.68,11906.27,11942.59,12367.16
"2015-09-16",9330.75,9890.43,599.62,"6.45%",9297.2,9933.83,234801008,28479212,"-",9969.56,10099.72,10689.99,11478.97,11823.47,11898.88,12269.91
"2015-09-17",9872.04,9739.89,-150.54,"-1.52%",9739.89,10147.17,273715616,36065392,"-",9832.61,10057.46,10542.79,11379.91,11734.08,11866.16,12164.81
"2015-09-18",9806.72,9850.77,110.88,"1.14%",9691.06,9914.58,187680992,25417650,"-",9710.03,10037.06,10387.3,11290.78,11644.94,11842.36,12057.12
"2015-09-21",9732.12,10176.73,325.96,"3.31%",9701.33,10176.73,227167872,31343906,"-",9789.73,10055.56,10266.91,11215.95,11555.49,11815.69,11965.19
"2015-09-22",10200.55,10238.69,61.96,"0.61%",10121.74,10357.42,263897888,36747476,"-",9979.3,10047.4,10183.74,11132.13,11473.5,11779.7,11895.85
"2015-09-23",10071.33,10132.3,-106.39,"-1.04%",10040.95,10250.45,231844032,32153112,"-",10027.68,9998.62,10141.84,11026.45,11414.48,11730.06,11838.62
"2015-09-24",10178.1,10238.04,105.74,"1.04%",10124.13,10288.18,221491616,31923992,"-",10127.31,9979.96,10143.85,10923.61,11362.51,11680.25,11770.29
"2015-09-25",10184.88,9904.76,-333.28,"-3.26%",9835.84,10249.24,226740128,31278412,"-",10138.1,9924.06,10144.1,10816.53,11289.55,11635.7,11707.85
"2015-09-28",9919.56,10115.55,210.79,"2.13%",9796.93,10124.31,164021040,23801166,"-",10125.87,9957.8,10137.16,10707.21,11232.54,11590.86,11661.04
"2015-09-29",9962.58,9949.92,-165.63,"-1.64%",9873.78,10070.25,174480896,25120888,"-",10068.11,10023.71,10094.65,10590.68,11171.93,11529.76,11622.77
"2015-09-30",10004.79,9988.25,38.33,"0.39%",9890.71,10048.86,149803840,21462936,"-",10039.3,10033.49,10066.61,10471.16,11117.6,11465.48,11587.98
"2015-10-08",10332.24,10394.73,406.48,"4.07%",10265,10477.21,230687952,32878932,"-",10070.64,10098.97,10078.22,10394.85,11059.68,11407.06,11571.63
"2015-10-09",10386.81,10540.19,145.46,"1.40%",10363.98,10589.52,241885568,34015276,"-",10197.73,10167.92,10102.49,10314.17,11010.07,11349.53,11563.29
"2015-10-12",10599.88,10961.36,421.17,"4.00%",10593.54,11069.68,341342688,48970440,"-",10366.89,10246.38,10150.97,10260.06,10973.55,11293.67,11554.14
"2015-10-13",10885.11,11042.13,80.77,"0.74%",10850.72,11073,295156224,43155528,"-",10585.33,10326.72,10187.06,10231.4,10930.78,11244.14,11537.54
"2015-10-14",10997.08,10901.48,-140.65,"-1.27%",10880.11,11095.34,296102784,43886316,"-",10767.98,10403.64,10201.13,10229.11,10870.74,11212.31,11508.99
"2015-10-15",10862.11,11229.38,327.9,"3.01%",10862.11,11229.38,308490272,46329488,"-",10934.91,10502.77,10241.37,10263.49,10818.4,11190.56,11484.01
"2015-10-16",11301.93,11374.83,145.45,"1.30%",11172.04,11384.24,357297280,53496172,"-",11101.84,10649.78,10286.92,10312.66,10774.85,11161.6,11471.38
"2015-10-19",11426.52,11391.01,16.18,"0.14%",11245.01,11498.24,354363136,54347840,"-",11187.77,10777.33,10367.56,10350.55,10724.74,11141.5,11455.27
"2015-10-20",11372.18,11597.08,206.07,"1.81%",11335.78,11597.16,328949408,52146896,"-",11298.76,10942.04,10482.88,10377.12,10678.52,11125.96,11431.81
"2015-10-21",11592.2,10915.99,-681.09,"-5.87%",10872.57,11641.89,421745952,65357716,"-",11301.66,11034.82,10534.15,10389.34,10612.07,11101.04,11393.7
"2015-10-22",10921.18,11305.1,389.11,"3.56%",10910.88,11320.01,326831296,51771348,"-",11316.8,11125.85,10612.41,10427.43,10577.6,11072.91,11360.19
"2015-10-23",11397.2,11603.46,298.36,"2.64%",11345.53,11653.09,378978848,61562100,"-",11362.53,11232.18,10700.05,10479.05,10543.67,11054.49,11329.97
"2015-10-26",11765.65,11687.77,84.31,"0.73%",11534.83,11789.02,391547488,65283012,"-",11421.88,11304.82,10775.6,10535.59,10521.25,11039.81,11295.53
"2015-10-27",11588.94,11758.41,70.64,"0.60%",11229.1,11820.72,366332032,58410368,"-",11454.15,11376.45,10851.59,10583.53,10517.66,11019.92,11266.19
